;0
0;1.1946692935711987
1;1.0749965554722256
2;1.1162788567109372
3;1.1398085846116046
4;1.2031761277174868
5;1.066877012792697
6;1.2174171348503753
7;1.0647487393382584
8;1.056909121161024
9;1.1269279671212733
10;0.8106487759514438
11;0.9625237234906319
12;0.896686554738662
13;0.9798263224720546
14;0.9486417852632518
15;0.9448594729258402
16;0.8996611974386652
17;0.9304556684135157
18;0.9156569387937401
19;0.8469272290047958
20;0.7957644858601196
21;0.94228807514107
22;0.8326711948777783
23;0.8808553105440716
24;1.0534143701287724
25;0.9724007061516726
26;0.9153361268732675
27;1.0684685280738035
28;1.0410008247002385
29;1.2379723090745092
30;1.266576353443185
31;1.186968532470222
32;1.2379115803075997
33;1.2766170935422987
34;1.1514908263727526
35;1.230948279791442
36;1.1452871287597919
37;1.4072035955491389
38;1.2360071346400807
39;1.3923767982427715
40;1.6067360191163758
41;1.4860320139637704
42;1.4185859544609527
43;1.4032361912897642
44;1.4405111062323463
45;1.470588571377609
46;1.621559230549083
47;1.5208317030806913
48;1.4179510948247072
49;1.6079347492656266
50;1.9568132722526035
51;1.7203468053568147
52;1.640835232814858
53;1.3500330442327906
54;1.8885672072548578
55;1.6929211710091097
56;1.7862789278937306
57;1.7141222388596602
58;1.6222268865793459
59;1.4061479875186902
60;1.5115847574295418
61;1.6050289424949074
62;1.5947875510032392
63;1.5171017633939483
64;1.4934527612564152
65;1.2849011208817362
66;1.4829909292407257
67;1.7518522538814105
68;1.8656208875945737
69;2.1369076621301004
70;2.244714588737407
71;2.663242390927321
72;2.110589131928648
73;2.941556452867185
74;2.113370021450719
75;1.9303146621619414
76;2.072467492389801
77;1.8489431363774944
78;1.615845702485922
79;1.8617907774890048
80;1.8546492806719193
81;1.7462383297331985
82;1.7694581766044313
83;2.063845145461064
84;1.9356048793906844
85;1.7778146752955637
86;1.8153605812286142
87;1.7061040723863763
88;1.348451617005073
89;1.300815600298312
90;1.227820827638375
91;1.033070612528047
92;0.9257564318081948
93;0.7148632806304445
94;0.9208249823975108
95;0.713189832750875
96;0.6688713184047443
97;0.7451850123605661
98;0.6434975222853039
99;0.6690347349447918
100;0.5283928859810061
101;0.49676134451518905
102;0.485307281738355
103;0.4809299534599667
104;0.448986270969868
105;0.46260764219786
106;0.33220760684778305
107;0.2809019489806561
108;0.18015234679199055
109;0.1578413621709529
110;0.27793139469100847
111;0.3028399871121221
112;0.2936379432613354
113;0.31479565722504255
114;0.1840523342500453
115;0.1552322306459868
116;0.343207278244374
117;0.35693970343789805
118;0.38278356573156147
119;0.4608899593119171
120;0.46970951562954744
121;0.6243518250500346
122;0.7983484633237785
123;0.7748815014387371
124;1.0446060317584944
125;1.1168676466385001
126;1.6131133229450536
127;1.7450117432971677
128;1.9048645329314806
129;2.4794750604653815
130;2.1446089223130382
131;1.90835818955641
132;1.8042995739884007
133;2.0574512422178626
134;2.355151708357842
135;2.3129202327788403
136;2.629451180226846
137;2.893078414449827
138;2.7158555929774857
139;2.789788642381936
140;2.4755574937416505
141;2.123705010417963
142;2.5850782417311007
143;2.6715042364583037
144;2.1717803151726325
145;2.2758206039331066
146;2.349225233514077
147;2.4491004771930474
148;2.446253490474588
149;2.4682629192143337
150;2.7025364108330003
151;3.542467314020403
152;3.4492130020102914
153;2.369819330447168
154;2.214872472882018
155;2.4009552923029975
156;2.238863400340205
157;2.393788541409343
158;3.001935437763667
159;2.8923681222027415
160;2.9301786367554636
161;2.5676935895488278
162;2.335583194822379
163;2.643972899504872
164;3.624915790894033
165;2.7260961595156803
166;3.067232185445806
167;3.043426016346379
168;3.383296051491428
169;3.6134421706257127
170;2.8688637513031967
171;3.3162442055082932
172;3.2029888440335705
173;3.420816933237048
174;3.1259476701499413
175;3.32096610320131
176;3.0302301090832082
177;2.7835264114472067
178;2.5238363218181177
179;2.3632849288521327
180;3.162512652976088
181;2.7342936740939905
182;2.501715075126514
183;2.4105292076853124
184;2.074730706895576
185;1.7617376303977927
186;1.4156112781196564
187;1.4047325222788638
188;1.5389609666840207
189;1.0538003212604863
190;1.3388736580037874
191;1.0870431643733185
192;1.1392873021296797
193;1.030471375395837
194;1.08803257705935
195;1.0708670500924469
196;0.8428929335991581
197;0.8102408546183002
198;0.60689409818571
199;0.5500130135645138
200;0.6371038557388573
201;0.48980878415041373
202;0.6184449003205581
203;0.5502622466024534
204;0.42098349968417903
205;0.39218250641322716
206;0.45566463760666065
207;0.3886942874690138
208;0.46109487545780703
209;0.36766138569703766
210;0.34296674834986374
211;0.3851194283302637
212;0.6141236905091123
213;0.5950373127722421
214;0.7012317943410904
215;0.595581400460564
216;0.662644042890723
217;0.8294841561904687
218;1.0578069499312437
219;1.1601768916008135
220;1.1074406292322712
221;1.256326251064856
222;1.2834156950554885
223;1.395339029037361
224;1.447017262846365
225;1.3933961409249511
226;1.1046470524641392
227;1.1456341675593766
228;1.1690878021621298
229;1.5563004359280765
230;1.6996130037111064
231;1.9082091670626604
232;1.8443401935317456
233;1.9999066712853706
234;2.0796361496888007
235;1.9432259257948026
236;1.7411962789720037
237;1.4398521270051345
238;1.8382915265612474
239;2.1495887205200637
240;1.961753097773336
241;1.7305835314813574
242;1.5272759282411525
243;1.404639460597072
244;1.7808576855184617
245;2.302382145197779
246;2.1813549481691576
247;2.062053659607432
248;2.0632488241843814
249;1.8544438523894429
250;1.4741656460976102
251;2.0335639948911948
252;1.6441820323494838
253;1.3153532135964743
254;1.3216921796787262
255;1.3946508951784673
256;1.5150246844378548
257;1.718118632980942
258;2.47786716327866
259;1.9857633418714014
260;2.1290277453550854
261;2.8059160066174713
262;2.1097122097041687
263;2.5908285971750353
264;2.324969409284732
265;2.1185024160531727
266;2.0047470915049286
267;2.2130197495945954
268;1.9421031928928616
269;2.1020167827157024
270;1.7840944056060288
271;2.2727411134671875
272;1.9407282115347306
273;1.746710269548431
274;1.7567820931205365
275;1.9752772936484226
276;1.716941038142291
277;1.7785343433727165
278;1.764516999832479
279;1.3569535755346878
280;1.2700654357717651
281;1.1067414314123105
282;0.9568275073949741
283;0.9247982696087371
284;0.9473559961958293
285;0.7226937858184836
286;0.6112631408531017
287;0.8907236927502247
288;0.6951870548735726
289;0.8062553909927828
290;0.7547651977230305
291;0.6971598556795711
292;0.7978100660793708
293;0.5102352832906949
294;0.36192639944597293
295;0.30168673021645254
296;0.19467884757963816
297;0.3070189540229138
298;0.3552779659207732
299;0.2134854273512763
300;0.272707766588282
301;0.20531980988042964
302;0.19748584390529533
303;0.32114698299106204
304;0.19838676302473202
305;0.2282164350085183
306;0.2498738936187419
307;0.38676959114657405
308;0.346412450089425
309;0.3905814388382942
310;0.30060875302332524
311;0.5284272977758351
312;0.8796987941042067
313;1.3458479058444723
314;1.4465888179023592
315;1.6398952594389171
316;1.8821121602475017
317;2.4736614857726935
318;2.6759962638083254
319;3.108874126408471
320;3.506065765294008
321;4.155662423465846
322;4.4439261821672655
323;4.044558270586457
324;4.540276980866281
