;0
0;5.325849009599276
1;4.3590343270671985
2;4.504937480546647
3;4.846934706083748
4;4.419601901373473
5;5.815934222210832
6;4.947589074089613
7;5.453690741770717
8;3.6682060759886266
9;4.1544379894657135
10;4.193082546226641
11;3.719129492479402
12;3.7050940268644625
13;3.230165306792583
14;2.6211392666573623
15;3.714131324146284
16;4.7333685113882105
17;3.0571769437106955
18;2.3957518203672636
19;3.208658000701531
20;2.6237663688442843
21;3.2141025308964877
22;2.6825343405011446
23;4.284831288181457
24;2.8746463454264726
25;2.975518296381825
26;4.382631778851089
27;4.3162806305252595
28;5.976636281394583
29;5.024886712961261
30;3.720054911410947
31;4.8389308163094675
32;5.347107421210752
33;5.212862016294532
34;4.715550822191051
35;5.232231158944673
36;6.855751792215188
37;6.957290613270523
38;5.596556570773519
39;7.475406557499655
40;7.158755061447464
41;5.7700681264513
42;6.836423910671967
43;4.52335013281584
44;6.500955589325203
45;6.573348296280921
46;7.158682184618353
47;5.920106176725196
48;8.177085933078779
49;7.65670832089694
50;6.996235344644596
51;7.404475350368228
52;6.258706009907696
53;8.229627899392232
54;8.496590146247643
55;7.422413438144275
56;7.2118912083392805
57;8.790326422965249
58;7.598439327550195
59;6.148350768092649
60;6.98679182916464
61;7.826916212281446
62;8.17887534948542
63;7.5423600745113575
64;6.979952458866739
65;7.975976076179474
66;9.796698101354941
67;10.230985694555104
68;10.661458999190351
69;11.019553779067202
70;12.9297481804766
71;11.273367118301197
72;14.34580397042722
73;12.126197501861773
74;10.908105595394535
75;11.452832369770709
76;10.811470134791868
77;9.834960201333226
78;11.170219495218275
79;11.500500442918144
80;10.624660424697879
81;11.115288273123644
82;11.91879420457097
83;11.741533085714092
84;11.250115919686621
85;11.191972249125458
86;11.292193432578907
87;9.795828828901294
88;9.717730516867801
89;9.62270339454933
90;8.910303418181222
91;8.421365813729308
92;7.930665599105606
93;7.834780628584275
94;7.223064245053612
95;7.066767527527047
96;7.41476988619429
97;7.2953585535066665
98;7.5892500646639975
99;6.684366812510981
100;6.4153476808401315
101;6.347711727976418
102;6.636518993419678
103;6.26338721729416
104;6.809168538872161
105;6.093767708395762
106;5.8739929114362575
107;5.848729547120523
108;5.894667769114377
109;6.619772591750584
110;7.212215599464683
111;7.085950830724668
112;7.264685530427826
113;6.46886999178402
114;6.265153003320036
115;7.507025949542734
116;7.594009247560048
117;7.778564832540175
118;8.093552026475656
119;7.839036387973835
120;8.92790089289788
121;9.45377941535617
122;9.258965437473398
123;10.450920050165985
124;10.424838621193242
125;12.126085129671452
126;12.739531969302682
127;13.2055221989389
128;15.031225452588403
129;14.254733790941115
130;13.670445936474207
131;13.352622931141159
132;14.234536226473944
133;15.180328627972102
134;14.920700064808461
135;16.006913428680313
136;16.606138840524235
137;16.259496650268204
138;16.361987020676963
